"Card1","Card2","Card3","Status","Matching_Attributes","Broken_Attributes","Type"
"1312","1313","3112","No set",NA,"1101","-13"
"1312","1313","3113","No set",NA,"1101","-13"
"1312","1313","3121","No set",NA,"1110","-14"
"1312","1313","3122","No set",NA,"1111","-15"
"1312","1313","3123","No set",NA,"1111","-15"
"1312","1313","3131","No set",NA,"1110","-14"
"1312","1313","3132","No set",NA,"1111","-15"
"1312","1313","3133","No set",NA,"1111","-15"
"1312","1313","3211","No set",NA,"1100","-12"
"1312","1313","3212","No set",NA,"1101","-13"
"1312","1313","3213","No set",NA,"1101","-13"
"1312","1313","3221","No set",NA,"1110","-14"
"1312","1313","3222","No set",NA,"1111","-15"
"1312","1313","3223","No set",NA,"1111","-15"
"1312","1313","3231","No set",NA,"1110","-14"
"1312","1313","3232","No set",NA,"1111","-15"
"1312","1313","3233","No set",NA,"1111","-15"
"1312","1313","3311","No set",NA,"1000","-8"
"1312","1313","3312","No set",NA,"1001","-9"
"1312","1313","3313","No set",NA,"1001","-9"
"1312","1313","3321","No set",NA,"1010","-10"
"1312","1313","3322","No set",NA,"1011","-11"
"1312","1313","3323","No set",NA,"1011","-11"
"1312","1313","3331","No set",NA,"1010","-10"
"1312","1313","3332","No set",NA,"1011","-11"
"1312","1313","3333","No set",NA,"1011","-11"
"1312","1321","1322","No set",NA,"0011","-3"
"1312","1321","1323","No set",NA,"0010","-2"
"1312","1321","1331","No set",NA,"0001","-1"
"1312","1321","1332","No set",NA,"0001","-1"
"1312","1321","1333","Set","1100",NA,"12"
"1312","1321","2111","No set",NA,"1111","-15"
"1312","1321","2112","No set",NA,"1111","-15"
"1312","1321","2113","No set",NA,"1110","-14"
"1312","1321","2121","No set",NA,"1111","-15"
"1312","1321","2122","No set",NA,"1111","-15"
"1312","1321","2123","No set",NA,"1110","-14"
"1312","1321","2131","No set",NA,"1101","-13"
"1312","1321","2132","No set",NA,"1101","-13"
"1312","1321","2133","No set",NA,"1100","-12"
"1312","1321","2211","No set",NA,"1111","-15"
"1312","1321","2212","No set",NA,"1111","-15"
"1312","1321","2213","No set",NA,"1110","-14"
"1312","1321","2221","No set",NA,"1111","-15"
"1312","1321","2222","No set",NA,"1111","-15"
"1312","1321","2223","No set",NA,"1110","-14"
"1312","1321","2231","No set",NA,"1101","-13"
"1312","1321","2232","No set",NA,"1101","-13"
"1312","1321","2233","No set",NA,"1100","-12"
"1312","1321","2311","No set",NA,"1011","-11"
"1312","1321","2312","No set",NA,"1011","-11"
"1312","1321","2313","No set",NA,"1010","-10"
"1312","1321","2321","No set",NA,"1011","-11"
"1312","1321","2322","No set",NA,"1011","-11"
"1312","1321","2323","No set",NA,"1010","-10"
"1312","1321","2331","No set",NA,"1001","-9"
"1312","1321","2332","No set",NA,"1001","-9"
"1312","1321","2333","No set",NA,"1000","-8"
"1312","1321","3111","No set",NA,"1111","-15"
"1312","1321","3112","No set",NA,"1111","-15"
"1312","1321","3113","No set",NA,"1110","-14"
"1312","1321","3121","No set",NA,"1111","-15"
"1312","1321","3122","No set",NA,"1111","-15"
"1312","1321","3123","No set",NA,"1110","-14"
"1312","1321","3131","No set",NA,"1101","-13"
"1312","1321","3132","No set",NA,"1101","-13"
"1312","1321","3133","No set",NA,"1100","-12"
"1312","1321","3211","No set",NA,"1111","-15"
"1312","1321","3212","No set",NA,"1111","-15"
"1312","1321","3213","No set",NA,"1110","-14"
"1312","1321","3221","No set",NA,"1111","-15"
"1312","1321","3222","No set",NA,"1111","-15"
"1312","1321","3223","No set",NA,"1110","-14"
"1312","1321","3231","No set",NA,"1101","-13"
"1312","1321","3232","No set",NA,"1101","-13"
"1312","1321","3233","No set",NA,"1100","-12"
"1312","1321","3311","No set",NA,"1011","-11"
"1312","1321","3312","No set",NA,"1011","-11"
"1312","1321","3313","No set",NA,"1010","-10"
"1312","1321","3321","No set",NA,"1011","-11"
"1312","1321","3322","No set",NA,"1011","-11"
"1312","1321","3323","No set",NA,"1010","-10"
"1312","1321","3331","No set",NA,"1001","-9"
"1312","1321","3332","No set",NA,"1001","-9"
"1312","1321","3333","No set",NA,"1000","-8"
"1312","1322","1323","No set",NA,"0011","-3"
"1312","1322","1331","No set",NA,"0001","-1"
"1312","1322","1332","Set","1101",NA,"13"
"1312","1322","1333","No set",NA,"0001","-1"
"1312","1322","2111","No set",NA,"1111","-15"
"1312","1322","2112","No set",NA,"1110","-14"
"1312","1322","2113","No set",NA,"1111","-15"
"1312","1322","2121","No set",NA,"1111","-15"
"1312","1322","2122","No set",NA,"1110","-14"
"1312","1322","2123","No set",NA,"1111","-15"
"1312","1322","2131","No set",NA,"1101","-13"
"1312","1322","2132","No set",NA,"1100","-12"
"1312","1322","2133","No set",NA,"1101","-13"
"1312","1322","2211","No set",NA,"1111","-15"
"1312","1322","2212","No set",NA,"1110","-14"
"1312","1322","2213","No set",NA,"1111","-15"
"1312","1322","2221","No set",NA,"1111","-15"
"1312","1322","2222","No set",NA,"1110","-14"
"1312","1322","2223","No set",NA,"1111","-15"
"1312","1322","2231","No set",NA,"1101","-13"
"1312","1322","2232","No set",NA,"1100","-12"
"1312","1322","2233","No set",NA,"1101","-13"
"1312","1322","2311","No set",NA,"1011","-11"
"1312","1322","2312","No set",NA,"1010","-10"
"1312","1322","2313","No set",NA,"1011","-11"
"1312","1322","2321","No set",NA,"1011","-11"
"1312","1322","2322","No set",NA,"1010","-10"
"1312","1322","2323","No set",NA,"1011","-11"
"1312","1322","2331","No set",NA,"1001","-9"
"1312","1322","2332","No set",NA,"1000","-8"
"1312","1322","2333","No set",NA,"1001","-9"
"1312","1322","3111","No set",NA,"1111","-15"
"1312","1322","3112","No set",NA,"1110","-14"
"1312","1322","3113","No set",NA,"1111","-15"
"1312","1322","3121","No set",NA,"1111","-15"
"1312","1322","3122","No set",NA,"1110","-14"
"1312","1322","3123","No set",NA,"1111","-15"
"1312","1322","3131","No set",NA,"1101","-13"
"1312","1322","3132","No set",NA,"1100","-12"
"1312","1322","3133","No set",NA,"1101","-13"
"1312","1322","3211","No set",NA,"1111","-15"
"1312","1322","3212","No set",NA,"1110","-14"
"1312","1322","3213","No set",NA,"1111","-15"
"1312","1322","3221","No set",NA,"1111","-15"
"1312","1322","3222","No set",NA,"1110","-14"
"1312","1322","3223","No set",NA,"1111","-15"
"1312","1322","3231","No set",NA,"1101","-13"
"1312","1322","3232","No set",NA,"1100","-12"
"1312","1322","3233","No set",NA,"1101","-13"
"1312","1322","3311","No set",NA,"1011","-11"
"1312","1322","3312","No set",NA,"1010","-10"
"1312","1322","3313","No set",NA,"1011","-11"
"1312","1322","3321","No set",NA,"1011","-11"
"1312","1322","3322","No set",NA,"1010","-10"
"1312","1322","3323","No set",NA,"1011","-11"
"1312","1322","3331","No set",NA,"1001","-9"
"1312","1322","3332","No set",NA,"1000","-8"
"1312","1322","3333","No set",NA,"1001","-9"
"1312","1323","1331","Set","1100",NA,"12"
"1312","1323","1332","No set",NA,"0001","-1"
"1312","1323","1333","No set",NA,"0001","-1"
"1312","1323","2111","No set",NA,"1110","-14"
"1312","1323","2112","No set",NA,"1111","-15"
"1312","1323","2113","No set",NA,"1111","-15"
"1312","1323","2121","No set",NA,"1110","-14"
"1312","1323","2122","No set",NA,"1111","-15"
"1312","1323","2123","No set",NA,"1111","-15"
"1312","1323","2131","No set",NA,"1100","-12"
"1312","1323","2132","No set",NA,"1101","-13"
"1312","1323","2133","No set",NA,"1101","-13"
"1312","1323","2211","No set",NA,"1110","-14"
"1312","1323","2212","No set",NA,"1111","-15"
"1312","1323","2213","No set",NA,"1111","-15"
"1312","1323","2221","No set",NA,"1110","-14"
"1312","1323","2222","No set",NA,"1111","-15"
"1312","1323","2223","No set",NA,"1111","-15"
"1312","1323","2231","No set",NA,"1100","-12"
"1312","1323","2232","No set",NA,"1101","-13"
"1312","1323","2233","No set",NA,"1101","-13"
"1312","1323","2311","No set",NA,"1010","-10"
"1312","1323","2312","No set",NA,"1011","-11"
"1312","1323","2313","No set",NA,"1011","-11"
"1312","1323","2321","No set",NA,"1010","-10"
"1312","1323","2322","No set",NA,"1011","-11"
"1312","1323","2323","No set",NA,"1011","-11"
"1312","1323","2331","No set",NA,"1000","-8"
"1312","1323","2332","No set",NA,"1001","-9"
"1312","1323","2333","No set",NA,"1001","-9"
"1312","1323","3111","No set",NA,"1110","-14"
"1312","1323","3112","No set",NA,"1111","-15"
"1312","1323","3113","No set",NA,"1111","-15"
"1312","1323","3121","No set",NA,"1110","-14"
"1312","1323","3122","No set",NA,"1111","-15"
"1312","1323","3123","No set",NA,"1111","-15"
"1312","1323","3131","No set",NA,"1100","-12"
"1312","1323","3132","No set",NA,"1101","-13"
"1312","1323","3133","No set",NA,"1101","-13"
"1312","1323","3211","No set",NA,"1110","-14"
"1312","1323","3212","No set",NA,"1111","-15"
"1312","1323","3213","No set",NA,"1111","-15"
"1312","1323","3221","No set",NA,"1110","-14"
"1312","1323","3222","No set",NA,"1111","-15"
"1312","1323","3223","No set",NA,"1111","-15"
"1312","1323","3231","No set",NA,"1100","-12"
"1312","1323","3232","No set",NA,"1101","-13"
"1312","1323","3233","No set",NA,"1101","-13"
"1312","1323","3311","No set",NA,"1010","-10"
"1312","1323","3312","No set",NA,"1011","-11"
"1312","1323","3313","No set",NA,"1011","-11"
"1312","1323","3321","No set",NA,"1010","-10"
"1312","1323","3322","No set",NA,"1011","-11"
"1312","1323","3323","No set",NA,"1011","-11"
"1312","1323","3331","No set",NA,"1000","-8"
"1312","1323","3332","No set",NA,"1001","-9"
"1312","1323","3333","No set",NA,"1001","-9"
"1312","1331","1332","No set",NA,"0011","-3"
"1312","1331","1333","No set",NA,"0010","-2"
"1312","1331","2111","No set",NA,"1111","-15"
"1312","1331","2112","No set",NA,"1111","-15"
"1312","1331","2113","No set",NA,"1110","-14"
"1312","1331","2121","No set",NA,"1101","-13"
"1312","1331","2122","No set",NA,"1101","-13"
"1312","1331","2123","No set",NA,"1100","-12"
"1312","1331","2131","No set",NA,"1111","-15"
"1312","1331","2132","No set",NA,"1111","-15"
"1312","1331","2133","No set",NA,"1110","-14"
"1312","1331","2211","No set",NA,"1111","-15"
"1312","1331","2212","No set",NA,"1111","-15"
"1312","1331","2213","No set",NA,"1110","-14"
"1312","1331","2221","No set",NA,"1101","-13"
"1312","1331","2222","No set",NA,"1101","-13"
"1312","1331","2223","No set",NA,"1100","-12"
"1312","1331","2231","No set",NA,"1111","-15"
"1312","1331","2232","No set",NA,"1111","-15"
"1312","1331","2233","No set",NA,"1110","-14"
"1312","1331","2311","No set",NA,"1011","-11"
"1312","1331","2312","No set",NA,"1011","-11"
"1312","1331","2313","No set",NA,"1010","-10"
"1312","1331","2321","No set",NA,"1001","-9"
"1312","1331","2322","No set",NA,"1001","-9"
"1312","1331","2323","No set",NA,"1000","-8"
"1312","1331","2331","No set",NA,"1011","-11"
"1312","1331","2332","No set",NA,"1011","-11"
"1312","1331","2333","No set",NA,"1010","-10"
"1312","1331","3111","No set",NA,"1111","-15"
"1312","1331","3112","No set",NA,"1111","-15"
"1312","1331","3113","No set",NA,"1110","-14"
"1312","1331","3121","No set",NA,"1101","-13"
"1312","1331","3122","No set",NA,"1101","-13"
"1312","1331","3123","No set",NA,"1100","-12"
"1312","1331","3131","No set",NA,"1111","-15"
"1312","1331","3132","No set",NA,"1111","-15"
"1312","1331","3133","No set",NA,"1110","-14"
"1312","1331","3211","No set",NA,"1111","-15"
"1312","1331","3212","No set",NA,"1111","-15"
"1312","1331","3213","No set",NA,"1110","-14"
"1312","1331","3221","No set",NA,"1101","-13"
"1312","1331","3222","No set",NA,"1101","-13"
"1312","1331","3223","No set",NA,"1100","-12"
"1312","1331","3231","No set",NA,"1111","-15"
"1312","1331","3232","No set",NA,"1111","-15"
"1312","1331","3233","No set",NA,"1110","-14"
"1312","1331","3311","No set",NA,"1011","-11"
"1312","1331","3312","No set",NA,"1011","-11"
"1312","1331","3313","No set",NA,"1010","-10"
"1312","1331","3321","No set",NA,"1001","-9"
"1312","1331","3322","No set",NA,"1001","-9"
"1312","1331","3323","No set",NA,"1000","-8"
"1312","1331","3331","No set",NA,"1011","-11"
"1312","1331","3332","No set",NA,"1011","-11"
"1312","1331","3333","No set",NA,"1010","-10"
"1312","1332","1333","No set",NA,"0011","-3"
"1312","1332","2111","No set",NA,"1111","-15"
"1312","1332","2112","No set",NA,"1110","-14"
"1312","1332","2113","No set",NA,"1111","-15"
"1312","1332","2121","No set",NA,"1101","-13"
"1312","1332","2122","No set",NA,"1100","-12"
"1312","1332","2123","No set",NA,"1101","-13"
"1312","1332","2131","No set",NA,"1111","-15"
"1312","1332","2132","No set",NA,"1110","-14"
"1312","1332","2133","No set",NA,"1111","-15"
"1312","1332","2211","No set",NA,"1111","-15"
"1312","1332","2212","No set",NA,"1110","-14"
"1312","1332","2213","No set",NA,"1111","-15"
"1312","1332","2221","No set",NA,"1101","-13"
"1312","1332","2222","No set",NA,"1100","-12"
"1312","1332","2223","No set",NA,"1101","-13"
"1312","1332","2231","No set",NA,"1111","-15"
"1312","1332","2232","No set",NA,"1110","-14"
"1312","1332","2233","No set",NA,"1111","-15"
"1312","1332","2311","No set",NA,"1011","-11"
"1312","1332","2312","No set",NA,"1010","-10"
"1312","1332","2313","No set",NA,"1011","-11"
"1312","1332","2321","No set",NA,"1001","-9"
"1312","1332","2322","No set",NA,"1000","-8"
"1312","1332","2323","No set",NA,"1001","-9"
"1312","1332","2331","No set",NA,"1011","-11"
"1312","1332","2332","No set",NA,"1010","-10"
"1312","1332","2333","No set",NA,"1011","-11"
"1312","1332","3111","No set",NA,"1111","-15"
"1312","1332","3112","No set",NA,"1110","-14"
"1312","1332","3113","No set",NA,"1111","-15"
"1312","1332","3121","No set",NA,"1101","-13"
"1312","1332","3122","No set",NA,"1100","-12"
"1312","1332","3123","No set",NA,"1101","-13"
"1312","1332","3131","No set",NA,"1111","-15"
"1312","1332","3132","No set",NA,"1110","-14"
"1312","1332","3133","No set",NA,"1111","-15"
"1312","1332","3211","No set",NA,"1111","-15"
"1312","1332","3212","No set",NA,"1110","-14"
"1312","1332","3213","No set",NA,"1111","-15"
"1312","1332","3221","No set",NA,"1101","-13"
"1312","1332","3222","No set",NA,"1100","-12"
"1312","1332","3223","No set",NA,"1101","-13"
"1312","1332","3231","No set",NA,"1111","-15"
"1312","1332","3232","No set",NA,"1110","-14"
"1312","1332","3233","No set",NA,"1111","-15"
"1312","1332","3311","No set",NA,"1011","-11"
"1312","1332","3312","No set",NA,"1010","-10"
"1312","1332","3313","No set",NA,"1011","-11"
"1312","1332","3321","No set",NA,"1001","-9"
"1312","1332","3322","No set",NA,"1000","-8"
"1312","1332","3323","No set",NA,"1001","-9"
"1312","1332","3331","No set",NA,"1011","-11"
"1312","1332","3332","No set",NA,"1010","-10"
"1312","1332","3333","No set",NA,"1011","-11"
"1312","1333","2111","No set",NA,"1110","-14"
"1312","1333","2112","No set",NA,"1111","-15"
"1312","1333","2113","No set",NA,"1111","-15"
"1312","1333","2121","No set",NA,"1100","-12"
"1312","1333","2122","No set",NA,"1101","-13"
"1312","1333","2123","No set",NA,"1101","-13"
"1312","1333","2131","No set",NA,"1110","-14"
"1312","1333","2132","No set",NA,"1111","-15"
"1312","1333","2133","No set",NA,"1111","-15"
"1312","1333","2211","No set",NA,"1110","-14"
"1312","1333","2212","No set",NA,"1111","-15"
"1312","1333","2213","No set",NA,"1111","-15"
"1312","1333","2221","No set",NA,"1100","-12"
"1312","1333","2222","No set",NA,"1101","-13"
"1312","1333","2223","No set",NA,"1101","-13"
"1312","1333","2231","No set",NA,"1110","-14"
"1312","1333","2232","No set",NA,"1111","-15"
"1312","1333","2233","No set",NA,"1111","-15"
"1312","1333","2311","No set",NA,"1010","-10"
"1312","1333","2312","No set",NA,"1011","-11"
"1312","1333","2313","No set",NA,"1011","-11"
"1312","1333","2321","No set",NA,"1000","-8"
"1312","1333","2322","No set",NA,"1001","-9"
"1312","1333","2323","No set",NA,"1001","-9"
"1312","1333","2331","No set",NA,"1010","-10"
"1312","1333","2332","No set",NA,"1011","-11"
"1312","1333","2333","No set",NA,"1011","-11"
"1312","1333","3111","No set",NA,"1110","-14"
"1312","1333","3112","No set",NA,"1111","-15"
"1312","1333","3113","No set",NA,"1111","-15"
"1312","1333","3121","No set",NA,"1100","-12"
"1312","1333","3122","No set",NA,"1101","-13"
"1312","1333","3123","No set",NA,"1101","-13"
"1312","1333","3131","No set",NA,"1110","-14"
"1312","1333","3132","No set",NA,"1111","-15"
"1312","1333","3133","No set",NA,"1111","-15"
"1312","1333","3211","No set",NA,"1110","-14"
"1312","1333","3212","No set",NA,"1111","-15"
"1312","1333","3213","No set",NA,"1111","-15"
"1312","1333","3221","No set",NA,"1100","-12"
"1312","1333","3222","No set",NA,"1101","-13"
"1312","1333","3223","No set",NA,"1101","-13"
"1312","1333","3231","No set",NA,"1110","-14"
"1312","1333","3232","No set",NA,"1111","-15"
"1312","1333","3233","No set",NA,"1111","-15"
"1312","1333","3311","No set",NA,"1010","-10"
"1312","1333","3312","No set",NA,"1011","-11"
"1312","1333","3313","No set",NA,"1011","-11"
"1312","1333","3321","No set",NA,"1000","-8"
"1312","1333","3322","No set",NA,"1001","-9"
"1312","1333","3323","No set",NA,"1001","-9"
"1312","1333","3331","No set",NA,"1010","-10"
"1312","1333","3332","No set",NA,"1011","-11"
"1312","1333","3333","No set",NA,"1011","-11"
"1312","2111","2112","No set",NA,"1101","-13"
"1312","2111","2113","No set",NA,"1100","-12"
"1312","2111","2121","No set",NA,"1111","-15"
"1312","2111","2122","No set",NA,"1111","-15"
"1312","2111","2123","No set",NA,"1110","-14"
"1312","2111","2131","No set",NA,"1111","-15"
"1312","2111","2132","No set",NA,"1111","-15"
"1312","2111","2133","No set",NA,"1110","-14"
"1312","2111","2211","No set",NA,"1001","-9"
"1312","2111","2212","No set",NA,"1001","-9"
"1312","2111","2213","No set",NA,"1000","-8"
"1312","2111","2221","No set",NA,"1011","-11"
"1312","2111","2222","No set",NA,"1011","-11"
"1312","2111","2223","No set",NA,"1010","-10"
"1312","2111","2231","No set",NA,"1011","-11"
"1312","2111","2232","No set",NA,"1011","-11"
"1312","2111","2233","No set",NA,"1010","-10"
"1312","2111","2311","No set",NA,"1101","-13"
"1312","2111","2312","No set",NA,"1101","-13"
"1312","2111","2313","No set",NA,"1100","-12"
"1312","2111","2321","No set",NA,"1111","-15"
"1312","2111","2322","No set",NA,"1111","-15"
"1312","2111","2323","No set",NA,"1110","-14"
"1312","2111","2331","No set",NA,"1111","-15"
"1312","2111","2332","No set",NA,"1111","-15"
"1312","2111","2333","No set",NA,"1110","-14"
"1312","2111","3111","No set",NA,"0101","-5"
"1312","2111","3112","No set",NA,"0101","-5"
"1312","2111","3113","No set",NA,"0100","-4"
"1312","2111","3121","No set",NA,"0111","-7"
"1312","2111","3122","No set",NA,"0111","-7"
"1312","2111","3123","No set",NA,"0110","-6"
"1312","2111","3131","No set",NA,"0111","-7"
"1312","2111","3132","No set",NA,"0111","-7"
"1312","2111","3133","No set",NA,"0110","-6"
"1312","2111","3211","No set",NA,"0001","-1"
"1312","2111","3212","No set",NA,"0001","-1"
"1312","2111","3213","Set","0010",NA,"2"
"1312","2111","3221","No set",NA,"0011","-3"
"1312","2111","3222","No set",NA,"0011","-3"
"1312","2111","3223","No set",NA,"0010","-2"
"1312","2111","3231","No set",NA,"0011","-3"
"1312","2111","3232","No set",NA,"0011","-3"
"1312","2111","3233","No set",NA,"0010","-2"
"1312","2111","3311","No set",NA,"0101","-5"
"1312","2111","3312","No set",NA,"0101","-5"
"1312","2111","3313","No set",NA,"0100","-4"
"1312","2111","3321","No set",NA,"0111","-7"
"1312","2111","3322","No set",NA,"0111","-7"
"1312","2111","3323","No set",NA,"0110","-6"
"1312","2111","3331","No set",NA,"0111","-7"
"1312","2111","3332","No set",NA,"0111","-7"
"1312","2111","3333","No set",NA,"0110","-6"
"1312","2112","2113","No set",NA,"1101","-13"
"1312","2112","2121","No set",NA,"1111","-15"
"1312","2112","2122","No set",NA,"1110","-14"
"1312","2112","2123","No set",NA,"1111","-15"
"1312","2112","2131","No set",NA,"1111","-15"
"1312","2112","2132","No set",NA,"1110","-14"
"1312","2112","2133","No set",NA,"1111","-15"
"1312","2112","2211","No set",NA,"1001","-9"
"1312","2112","2212","No set",NA,"1000","-8"
"1312","2112","2213","No set",NA,"1001","-9"
"1312","2112","2221","No set",NA,"1011","-11"
"1312","2112","2222","No set",NA,"1010","-10"
"1312","2112","2223","No set",NA,"1011","-11"
"1312","2112","2231","No set",NA,"1011","-11"
"1312","2112","2232","No set",NA,"1010","-10"
"1312","2112","2233","No set",NA,"1011","-11"
"1312","2112","2311","No set",NA,"1101","-13"
"1312","2112","2312","No set",NA,"1100","-12"
"1312","2112","2313","No set",NA,"1101","-13"
"1312","2112","2321","No set",NA,"1111","-15"
"1312","2112","2322","No set",NA,"1110","-14"
"1312","2112","2323","No set",NA,"1111","-15"
"1312","2112","2331","No set",NA,"1111","-15"
"1312","2112","2332","No set",NA,"1110","-14"
"1312","2112","2333","No set",NA,"1111","-15"
"1312","2112","3111","No set",NA,"0101","-5"
"1312","2112","3112","No set",NA,"0100","-4"
"1312","2112","3113","No set",NA,"0101","-5"
"1312","2112","3121","No set",NA,"0111","-7"
"1312","2112","3122","No set",NA,"0110","-6"
"1312","2112","3123","No set",NA,"0111","-7"
"1312","2112","3131","No set",NA,"0111","-7"
"1312","2112","3132","No set",NA,"0110","-6"
"1312","2112","3133","No set",NA,"0111","-7"
"1312","2112","3211","No set",NA,"0001","-1"
"1312","2112","3212","Set","0011",NA,"3"
"1312","2112","3213","No set",NA,"0001","-1"
"1312","2112","3221","No set",NA,"0011","-3"
"1312","2112","3222","No set",NA,"0010","-2"
"1312","2112","3223","No set",NA,"0011","-3"
"1312","2112","3231","No set",NA,"0011","-3"
"1312","2112","3232","No set",NA,"0010","-2"
"1312","2112","3233","No set",NA,"0011","-3"
"1312","2112","3311","No set",NA,"0101","-5"
"1312","2112","3312","No set",NA,"0100","-4"
"1312","2112","3313","No set",NA,"0101","-5"
"1312","2112","3321","No set",NA,"0111","-7"
"1312","2112","3322","No set",NA,"0110","-6"
"1312","2112","3323","No set",NA,"0111","-7"
"1312","2112","3331","No set",NA,"0111","-7"
"1312","2112","3332","No set",NA,"0110","-6"
"1312","2112","3333","No set",NA,"0111","-7"
"1312","2113","2121","No set",NA,"1110","-14"
"1312","2113","2122","No set",NA,"1111","-15"
"1312","2113","2123","No set",NA,"1111","-15"
"1312","2113","2131","No set",NA,"1110","-14"
"1312","2113","2132","No set",NA,"1111","-15"
"1312","2113","2133","No set",NA,"1111","-15"
"1312","2113","2211","No set",NA,"1000","-8"
"1312","2113","2212","No set",NA,"1001","-9"
"1312","2113","2213","No set",NA,"1001","-9"
"1312","2113","2221","No set",NA,"1010","-10"
"1312","2113","2222","No set",NA,"1011","-11"
"1312","2113","2223","No set",NA,"1011","-11"
"1312","2113","2231","No set",NA,"1010","-10"
"1312","2113","2232","No set",NA,"1011","-11"
"1312","2113","2233","No set",NA,"1011","-11"
"1312","2113","2311","No set",NA,"1100","-12"
"1312","2113","2312","No set",NA,"1101","-13"
"1312","2113","2313","No set",NA,"1101","-13"
"1312","2113","2321","No set",NA,"1110","-14"
"1312","2113","2322","No set",NA,"1111","-15"
"1312","2113","2323","No set",NA,"1111","-15"
"1312","2113","2331","No set",NA,"1110","-14"
"1312","2113","2332","No set",NA,"1111","-15"
"1312","2113","2333","No set",NA,"1111","-15"
"1312","2113","3111","No set",NA,"0100","-4"
"1312","2113","3112","No set",NA,"0101","-5"
"1312","2113","3113","No set",NA,"0101","-5"
"1312","2113","3121","No set",NA,"0110","-6"
"1312","2113","3122","No set",NA,"0111","-7"
"1312","2113","3123","No set",NA,"0111","-7"
"1312","2113","3131","No set",NA,"0110","-6"
"1312","2113","3132","No set",NA,"0111","-7"
"1312","2113","3133","No set",NA,"0111","-7"
"1312","2113","3211","Set","0010",NA,"2"
"1312","2113","3212","No set",NA,"0001","-1"
"1312","2113","3213","No set",NA,"0001","-1"
"1312","2113","3221","No set",NA,"0010","-2"
"1312","2113","3222","No set",NA,"0011","-3"
"1312","2113","3223","No set",NA,"0011","-3"
"1312","2113","3231","No set",NA,"0010","-2"
"1312","2113","3232","No set",NA,"0011","-3"
"1312","2113","3233","No set",NA,"0011","-3"
"1312","2113","3311","No set",NA,"0100","-4"
"1312","2113","3312","No set",NA,"0101","-5"
"1312","2113","3313","No set",NA,"0101","-5"
"1312","2113","3321","No set",NA,"0110","-6"
"1312","2113","3322","No set",NA,"0111","-7"
"1312","2113","3323","No set",NA,"0111","-7"
"1312","2113","3331","No set",NA,"0110","-6"
"1312","2113","3332","No set",NA,"0111","-7"
"1312","2113","3333","No set",NA,"0111","-7"
"1312","2121","2122","No set",NA,"1111","-15"
"1312","2121","2123","No set",NA,"1110","-14"
"1312","2121","2131","No set",NA,"1101","-13"
"1312","2121","2132","No set",NA,"1101","-13"
"1312","2121","2133","No set",NA,"1100","-12"
"1312","2121","2211","No set",NA,"1011","-11"
"1312","2121","2212","No set",NA,"1011","-11"
"1312","2121","2213","No set",NA,"1010","-10"
"1312","2121","2221","No set",NA,"1011","-11"
"1312","2121","2222","No set",NA,"1011","-11"
"1312","2121","2223","No set",NA,"1010","-10"
"1312","2121","2231","No set",NA,"1001","-9"
"1312","2121","2232","No set",NA,"1001","-9"
"1312","2121","2233","No set",NA,"1000","-8"
"1312","2121","2311","No set",NA,"1111","-15"
"1312","2121","2312","No set",NA,"1111","-15"
"1312","2121","2313","No set",NA,"1110","-14"
"1312","2121","2321","No set",NA,"1111","-15"
"1312","2121","2322","No set",NA,"1111","-15"
"1312","2121","2323","No set",NA,"1110","-14"
"1312","2121","2331","No set",NA,"1101","-13"
"1312","2121","2332","No set",NA,"1101","-13"
"1312","2121","2333","No set",NA,"1100","-12"
"1312","2121","3111","No set",NA,"0111","-7"
"1312","2121","3112","No set",NA,"0111","-7"
"1312","2121","3113","No set",NA,"0110","-6"
"1312","2121","3121","No set",NA,"0111","-7"
"1312","2121","3122","No set",NA,"0111","-7"
"1312","2121","3123","No set",NA,"0110","-6"
"1312","2121","3131","No set",NA,"0101","-5"
"1312","2121","3132","No set",NA,"0101","-5"
"1312","2121","3133","No set",NA,"0100","-4"
"1312","2121","3211","No set",NA,"0011","-3"
"1312","2121","3212","No set",NA,"0011","-3"
"1312","2121","3213","No set",NA,"0010","-2"
"1312","2121","3221","No set",NA,"0011","-3"
"1312","2121","3222","No set",NA,"0011","-3"
"1312","2121","3223","No set",NA,"0010","-2"
"1312","2121","3231","No set",NA,"0001","-1"
"1312","2121","3232","No set",NA,"0001","-1"
"1312","2121","3233","Set","0000",NA,"0"
"1312","2121","3311","No set",NA,"0111","-7"
"1312","2121","3312","No set",NA,"0111","-7"
"1312","2121","3313","No set",NA,"0110","-6"
"1312","2121","3321","No set",NA,"0111","-7"
"1312","2121","3322","No set",NA,"0111","-7"
"1312","2121","3323","No set",NA,"0110","-6"
"1312","2121","3331","No set",NA,"0101","-5"
"1312","2121","3332","No set",NA,"0101","-5"
"1312","2121","3333","No set",NA,"0100","-4"
"1312","2122","2123","No set",NA,"1111","-15"
"1312","2122","2131","No set",NA,"1101","-13"
"1312","2122","2132","No set",NA,"1100","-12"
"1312","2122","2133","No set",NA,"1101","-13"
"1312","2122","2211","No set",NA,"1011","-11"
"1312","2122","2212","No set",NA,"1010","-10"
"1312","2122","2213","No set",NA,"1011","-11"
"1312","2122","2221","No set",NA,"1011","-11"
"1312","2122","2222","No set",NA,"1010","-10"
"1312","2122","2223","No set",NA,"1011","-11"
"1312","2122","2231","No set",NA,"1001","-9"
